employee_id,full_name,email,hire_date,department_name,dept_employee_count,tenure_days,tenure_category,department_age_days,days_since_last_update
461,Julie Davidson,julie.davidson@company.com,2025-04-23 09:09:56.567125,Engineering,20,0,New Hire,0,0
468,Jennifer Shaffer,jennifer.shaffer@company.com,2025-04-23 09:09:56.567139,Engineering,20,0,New Hire,0,0
477,Jacqueline Hartman,jacqueline.hartman@company.com,2025-04-23 09:09:56.567156,Engineering,20,0,New Hire,0,0
478,Renee Jones,renee.jones@company.com,2025-04-23 09:09:56.567158,Engineering,20,0,New Hire,0,0
494,Lindsey Tran,lindsey.tran@company.com,2025-04-23 09:09:56.567189,Engineering,20,0,New Hire,0,0
509,Michael Smith,michael.smith@company.com,2025-04-23 09:09:56.588961,Engineering,20,0,New Hire,0,0
516,Janet Barnett,janet.barnett@company.com,2025-04-23 09:09:56.588975,Engineering,20,0,New Hire,0,0
523,Rachel Peterson,rachel.peterson@company.com,2025-04-23 09:09:56.588989,Engineering,20,0,New Hire,0,0
532,Larry Mcgee,larry.mcgee@company.com,2025-04-23 09:09:56.589006,Engineering,20,0,New Hire,0,0
534,Pamela Bass,pamela.bass@company.com,2025-04-23 09:09:56.589010,Engineering,20,0,New Hire,0,0
538,John Webb,john.webb@company.com,2025-04-23 09:09:56.589018,Engineering,20,0,New Hire,0,0
539,Lori Johnson,lori.johnson@company.com,2025-04-23 09:09:56.589020,Engineering,20,0,New Hire,0,0
562,Kevin Dillon,kevin.dillon@company.com,2025-04-23 09:09:56.589065,Engineering,20,0,New Hire,0,0
576,Zachary Morgan,zachary.morgan@company.com,2025-04-23 09:09:56.589092,Engineering,20,0,New Hire,0,0
406,Michael Terry,michael.terry@company.com,2025-04-23 09:09:56.567014,Finance,23,0,New Hire,0,0
407,Janet Johnson,janet.johnson@company.com,2025-04-23 09:09:56.567016,Finance,23,0,New Hire,0,0
408,Christopher Heath,christopher.heath@company.com,2025-04-23 09:09:56.567019,Finance,23,0,New Hire,0,0
410,Daniel Rivera,daniel.rivera@company.com,2025-04-23 09:09:56.567023,Finance,23,0,New Hire,0,0
411,Connor Mahoney,connor.mahoney@company.com,2025-04-23 09:09:56.567025,Finance,23,0,New Hire,0,0
412,Keith Ramos,keith.ramos@company.com,2025-04-23 09:09:56.567027,Finance,23,0,New Hire,0,0
426,Emily Hoffman,emily.hoffman@company.com,2025-04-23 09:09:56.567055,Finance,23,0,New Hire,0,0
428,Katherine Evans,katherine.evans@company.com,2025-04-23 09:09:56.567059,Finance,23,0,New Hire,0,0
445,Meredith Greene,meredith.greene@company.com,2025-04-23 09:09:56.567094,Finance,23,0,New Hire,0,0
456,Alexander Cain,alexander.cain@company.com,2025-04-23 09:09:56.567115,Finance,23,0,New Hire,0,0
470,John Whitaker,john.whitaker@company.com,2025-04-23 09:09:56.567143,Finance,23,0,New Hire,0,0
483,Joseph Newman,joseph.newman@company.com,2025-04-23 09:09:56.567168,Finance,23,0,New Hire,0,0
491,Matthew Coleman,matthew.coleman@company.com,2025-04-23 09:09:56.567183,Finance,23,0,New Hire,0,0
513,Angela Potter,angela.potter@company.com,2025-04-23 09:09:56.588969,Finance,23,0,New Hire,0,0
520,Amanda Gomez,amanda.gomez@company.com,2025-04-23 09:09:56.588983,Finance,23,0,New Hire,0,0
521,Patrick Martin,patrick.martin@company.com,2025-04-23 09:09:56.588985,Finance,23,0,New Hire,0,0
524,Kimberly Stewart,kimberly.stewart@company.com,2025-04-23 09:09:56.588991,Finance,23,0,New Hire,0,0
555,Jonathan Mclaughlin,jonathan.mclaughlin@company.com,2025-04-23 09:09:56.589051,Finance,23,0,New Hire,0,0
557,Timothy Martinez,timothy.martinez@company.com,2025-04-23 09:09:56.589055,Finance,23,0,New Hire,0,0
583,Jenna Williams,jenna.williams@company.com,2025-04-23 09:09:56.589105,Finance,23,0,New Hire,0,0
586,Phillip Figueroa,phillip.figueroa@company.com,2025-04-23 09:09:56.589111,Finance,23,0,New Hire,0,0
589,Madison Walker,madison.walker@company.com,2025-04-23 09:09:56.589117,Finance,23,0,New Hire,0,0
596,Christina Smith,christina.smith@company.com,2025-04-23 09:09:56.589131,Finance,23,0,New Hire,0,0
402,Jose White,jose.white@company.com,2025-04-23 09:09:56.567006,Human Resources,18,0,New Hire,0,0
417,Robert Shaffer,robert.shaffer@company.com,2025-04-23 09:09:56.567037,Human Resources,18,0,New Hire,0,0
422,Erica Reid,erica.reid@company.com,2025-04-23 09:09:56.567047,Human Resources,18,0,New Hire,0,0
431,Christina Beltran,christina.beltran@company.com,2025-04-23 09:09:56.567064,Human Resources,18,0,New Hire,0,0
465,Annette Austin,annette.austin@company.com,2025-04-23 09:09:56.567133,Human Resources,18,0,New Hire,0,0
473,Jennifer Sanchez,jennifer.sanchez@company.com,2025-04-23 09:09:56.567148,Human Resources,18,0,New Hire,0,0
474,Tina Scott,tina.scott@company.com,2025-04-23 09:09:56.567150,Human Resources,18,0,New Hire,0,0
484,Patrick Walker,patrick.walker@company.com,2025-04-23 09:09:56.567170,Human Resources,18,0,New Hire,0,0
488,Brandon Jones,brandon.jones@company.com,2025-04-23 09:09:56.567178,Human Resources,18,0,New Hire,0,0
500,James Swanson,james.swanson@company.com,2025-04-23 09:09:56.588943,Human Resources,18,0,New Hire,0,0
508,Paige Haley,paige.haley@company.com,2025-04-23 09:09:56.588959,Human Resources,18,0,New Hire,0,0
510,Victoria Fowler,victoria.fowler@company.com,2025-04-23 09:09:56.588963,Human Resources,18,0,New Hire,0,0
522,Peggy Stevenson,peggy.stevenson@company.com,2025-04-23 09:09:56.588987,Human Resources,18,0,New Hire,0,0
529,Kelly Miller,kelly.miller@company.com,2025-04-23 09:09:56.589000,Human Resources,18,0,New Hire,0,0
544,Ian Daniels,ian.daniels@company.com,2025-04-23 09:09:56.589029,Human Resources,18,0,New Hire,0,0
551,John Berry,john.berry@company.com,2025-04-23 09:09:56.589043,Human Resources,18,0,New Hire,0,0
563,Edward Mcclain,edward.mcclain@company.com,2025-04-23 09:09:56.589067,Human Resources,18,0,New Hire,0,0
571,Adam Hall,adam.hall@company.com,2025-04-23 09:09:56.589082,Human Resources,18,0,New Hire,0,0
400,Joseph Taylor,joseph.taylor@company.com,2025-04-23 09:09:56.567002,Legal,18,0,New Hire,0,0
432,Manuel Roberts,manuel.roberts@company.com,2025-04-23 09:09:56.567066,Legal,18,0,New Hire,0,0
437,Jerry Evans,jerry.evans@company.com,2025-04-23 09:09:56.567078,Legal,18,0,New Hire,0,0
442,Mike Douglas,mike.douglas@company.com,2025-04-23 09:09:56.567088,Legal,18,0,New Hire,0,0
447,Shannon Patterson,shannon.patterson@company.com,2025-04-23 09:09:56.567098,Legal,18,0,New Hire,0,0
455,Caroline Williams,caroline.williams@company.com,2025-04-23 09:09:56.567113,Legal,18,0,New Hire,0,0
458,Mary Cross,mary.cross@company.com,2025-04-23 09:09:56.567119,Legal,18,0,New Hire,0,0
467,Mary Williams,mary.williams@company.com,2025-04-23 09:09:56.567137,Legal,18,0,New Hire,0,0
531,Kelsey Lawson,kelsey.lawson@company.com,2025-04-23 09:09:56.589004,Legal,18,0,New Hire,0,0
542,Brenda Williams,brenda.williams@company.com,2025-04-23 09:09:56.589025,Legal,18,0,New Hire,0,0
548,Robert Anderson,robert.anderson@company.com,2025-04-23 09:09:56.589037,Legal,18,0,New Hire,0,0
549,Donald Garcia,donald.garcia@company.com,2025-04-23 09:09:56.589039,Legal,18,0,New Hire,0,0
565,Christopher Barrett,christopher.barrett@company.com,2025-04-23 09:09:56.589071,Legal,18,0,New Hire,0,0
566,Alyssa Leonard,alyssa.leonard@company.com,2025-04-23 09:09:56.589073,Legal,18,0,New Hire,0,0
572,Justin Hart,justin.hart@company.com,2025-04-23 09:09:56.589084,Legal,18,0,New Hire,0,0
580,Erin Williams,erin.williams@company.com,2025-04-23 09:09:56.589100,Legal,18,0,New Hire,0,0
585,Jasmine Sampson,jasmine.sampson@company.com,2025-04-23 09:09:56.589109,Legal,18,0,New Hire,0,0
588,Bailey Stone,bailey.stone@company.com,2025-04-23 09:09:56.589115,Legal,18,0,New Hire,0,0
399,Carolyn Hernandez,carolyn.hernandez@company.com,2025-04-23 09:09:56.566999,Marketing,28,0,New Hire,0,0
418,Heidi Sosa,heidi.sosa@company.com,2025-04-23 09:09:56.567039,Marketing,28,0,New Hire,0,0
421,Rachel Sullivan,rachel.sullivan@company.com,2025-04-23 09:09:56.567045,Marketing,28,0,New Hire,0,0
424,Joel Brown,joel.brown@company.com,2025-04-23 09:09:56.567051,Marketing,28,0,New Hire,0,0
433,Thomas Warren,thomas.warren@company.com,2025-04-23 09:09:56.567070,Marketing,28,0,New Hire,0,0
439,Justin Beck,justin.beck@company.com,2025-04-23 09:09:56.567082,Marketing,28,0,New Hire,0,0
444,Jennifer Vazquez,jennifer.vazquez@company.com,2025-04-23 09:09:56.567092,Marketing,28,0,New Hire,0,0
453,Stephanie Turner,stephanie.turner@company.com,2025-04-23 09:09:56.567110,Marketing,28,0,New Hire,0,0
457,Andrew Johnson,andrew.johnson@company.com,2025-04-23 09:09:56.567117,Marketing,28,0,New Hire,0,0
463,Jacqueline Lee,jacqueline.lee@company.com,2025-04-23 09:09:56.567129,Marketing,28,0,New Hire,0,0
472,Lawrence Wu,lawrence.wu@company.com,2025-04-23 09:09:56.567146,Marketing,28,0,New Hire,0,0
475,John Myers,john.myers@company.com,2025-04-23 09:09:56.567152,Marketing,28,0,New Hire,0,0
476,Tiffany Salinas,tiffany.salinas@company.com,2025-04-23 09:09:56.567154,Marketing,28,0,New Hire,0,0
481,Brandy Gray,brandy.gray@company.com,2025-04-23 09:09:56.567164,Marketing,28,0,New Hire,0,0
492,Melinda Foley,melinda.foley@company.com,2025-04-23 09:09:56.567185,Marketing,28,0,New Hire,0,0
495,Jesus Flores,jesus.flores@company.com,2025-04-23 09:09:56.567191,Marketing,28,0,New Hire,0,0
501,Blake Bailey,blake.bailey@company.com,2025-04-23 09:09:56.588945,Marketing,28,0,New Hire,0,0
512,Larry Barber,larry.barber@company.com,2025-04-23 09:09:56.588967,Marketing,28,0,New Hire,0,0
526,Anita Graham,anita.graham@company.com,2025-04-23 09:09:56.588995,Marketing,28,0,New Hire,0,0
533,Kristen Hansen,kristen.hansen@company.com,2025-04-23 09:09:56.589008,Marketing,28,0,New Hire,0,0
535,Donna Moore,donna.moore@company.com,2025-04-23 09:09:56.589012,Marketing,28,0,New Hire,0,0
536,David Yang,david.yang@company.com,2025-04-23 09:09:56.589014,Marketing,28,0,New Hire,0,0
550,Kristin Taylor,kristin.taylor@company.com,2025-04-23 09:09:56.589041,Marketing,28,0,New Hire,0,0
553,Tyler Miller,tyler.miller@company.com,2025-04-23 09:09:56.589047,Marketing,28,0,New Hire,0,0
577,Erin Keller,erin.keller@company.com,2025-04-23 09:09:56.589094,Marketing,28,0,New Hire,0,0
578,Michael Scott,michael.scott@company.com,2025-04-23 09:09:56.589096,Marketing,28,0,New Hire,0,0
579,Johnny Henry,johnny.henry@company.com,2025-04-23 09:09:56.589098,Marketing,28,0,New Hire,0,0
581,Jonathan Smith,jonathan.smith@company.com,2025-04-23 09:09:56.589102,Marketing,28,0,New Hire,0,0
401,Dawn Gonzales,dawn.gonzales@company.com,2025-04-23 09:09:56.567004,Operations,20,0,New Hire,0,0
419,Jaclyn Lopez,jaclyn.lopez@company.com,2025-04-23 09:09:56.567041,Operations,20,0,New Hire,0,0
420,William Rivera,william.rivera@company.com,2025-04-23 09:09:56.567043,Operations,20,0,New Hire,0,0
448,Andrea Henry,andrea.henry@company.com,2025-04-23 09:09:56.567100,Operations,20,0,New Hire,0,0
451,Douglas Perez,douglas.perez@company.com,2025-04-23 09:09:56.567106,Operations,20,0,New Hire,0,0
460,Edward Kennedy,edward.kennedy@company.com,2025-04-23 09:09:56.567123,Operations,20,0,New Hire,0,0
466,Alexandria Smith,alexandria.smith@company.com,2025-04-23 09:09:56.567135,Operations,20,0,New Hire,0,0
471,Abigail Turner,abigail.turner@company.com,2025-04-23 09:09:56.567145,Operations,20,0,New Hire,0,0
480,Joshua Stewart,joshua.stewart@company.com,2025-04-23 09:09:56.567162,Operations,20,0,New Hire,0,0
486,Kim Levy,kim.levy@company.com,2025-04-23 09:09:56.567174,Operations,20,0,New Hire,0,0
487,Abigail White,abigail.white@company.com,2025-04-23 09:09:56.567176,Operations,20,0,New Hire,0,0
498,Lindsay Roberts,lindsay.roberts@company.com,2025-04-23 09:09:56.588939,Operations,20,0,New Hire,0,0
504,Barbara Tyler,barbara.tyler@company.com,2025-04-23 09:09:56.588951,Operations,20,0,New Hire,0,0
507,Mark James,mark.james@company.com,2025-04-23 09:09:56.588957,Operations,20,0,New Hire,0,0
511,Thomas Allen,thomas.allen@company.com,2025-04-23 09:09:56.588965,Operations,20,0,New Hire,0,0
519,April Sanchez,april.sanchez@company.com,2025-04-23 09:09:56.588981,Operations,20,0,New Hire,0,0
564,Amber Briggs,amber.briggs@company.com,2025-04-23 09:09:56.589069,Operations,20,0,New Hire,0,0
590,James Hale,james.hale@company.com,2025-04-23 09:09:56.589119,Operations,20,0,New Hire,0,0
592,Marie Hoover,marie.hoover@company.com,2025-04-23 09:09:56.589123,Operations,20,0,New Hire,0,0
593,Ryan Smith,ryan.smith@company.com,2025-04-23 09:09:56.589125,Operations,20,0,New Hire,0,0
404,Jennifer Duncan,jennifer.duncan@company.com,2025-04-23 09:09:56.567010,Research,21,0,New Hire,0,0
423,Rodney Vaughan,rodney.vaughan@company.com,2025-04-23 09:09:56.567049,Research,21,0,New Hire,0,0
430,Christopher Murphy,christopher.murphy@company.com,2025-04-23 09:09:56.567063,Research,21,0,New Hire,0,0
438,David Wright,david.wright@company.com,2025-04-23 09:09:56.567080,Research,21,0,New Hire,0,0
441,Kelli Rodriguez,kelli.rodriguez@company.com,2025-04-23 09:09:56.567086,Research,21,0,New Hire,0,0
443,Mark Duncan,mark.duncan@company.com,2025-04-23 09:09:56.567090,Research,21,0,New Hire,0,0
446,Joseph Snow,joseph.snow@company.com,2025-04-23 09:09:56.567096,Research,21,0,New Hire,0,0
469,Michael Pierce,michael.pierce@company.com,2025-04-23 09:09:56.567141,Research,21,0,New Hire,0,0
485,Barry Green,barry.green@company.com,2025-04-23 09:09:56.567172,Research,21,0,New Hire,0,0
493,Alexander Wallace,alexander.wallace@company.com,2025-04-23 09:09:56.567187,Research,21,0,New Hire,0,0
497,Rhonda Obrien,rhonda.obrien@company.com,2025-04-23 09:09:56.588934,Research,21,0,New Hire,0,0
505,Jesse Johnson,jesse.johnson@company.com,2025-04-23 09:09:56.588953,Research,21,0,New Hire,0,0
530,Karen Potter,karen.potter@company.com,2025-04-23 09:09:56.589002,Research,21,0,New Hire,0,0
543,Angela Moore,angela.moore@company.com,2025-04-23 09:09:56.589027,Research,21,0,New Hire,0,0
547,Kim Cruz,kim.cruz@company.com,2025-04-23 09:09:56.589035,Research,21,0,New Hire,0,0
559,Sarah Newton,sarah.newton@company.com,2025-04-23 09:09:56.589059,Research,21,0,New Hire,0,0
560,Carol Smith,carol.smith@company.com,2025-04-23 09:09:56.589061,Research,21,0,New Hire,0,0
561,Amy Montgomery,amy.montgomery@company.com,2025-04-23 09:09:56.589063,Research,21,0,New Hire,0,0
570,Logan Miller,logan.miller@company.com,2025-04-23 09:09:56.589080,Research,21,0,New Hire,0,0
575,Connor Clark,connor.clark@company.com,2025-04-23 09:09:56.589090,Research,21,0,New Hire,0,0
587,Alexander Solomon,alexander.solomon@company.com,2025-04-23 09:09:56.589113,Research,21,0,New Hire,0,0
409,Edward Berry,edward.berry@company.com,2025-04-23 09:09:56.567021,Sales,8,0,New Hire,0,0
434,Paul Chandler,paul.chandler@company.com,2025-04-23 09:09:56.567072,Sales,8,0,New Hire,0,0
514,Holly Moore,holly.moore@company.com,2025-04-23 09:09:56.588971,Sales,8,0,New Hire,0,0
518,Katie Smith,katie.smith@company.com,2025-04-23 09:09:56.588979,Sales,8,0,New Hire,0,0
528,Lauren Charles,lauren.charles@company.com,2025-04-23 09:09:56.588998,Sales,8,0,New Hire,0,0
541,James Young,james.young@company.com,2025-04-23 09:09:56.589024,Sales,8,0,New Hire,0,0
573,Shelley Cannon,shelley.cannon@company.com,2025-04-23 09:09:56.589086,Sales,8,0,New Hire,0,0
594,Ashley Martinez,ashley.martinez@company.com,2025-04-23 09:09:56.589127,Sales,8,0,New Hire,0,0
